stock_name,train_rmse,test_rmse,train_mape,test_mape,fit_time,name,hidden_size,num_layers,dropout,lr,num_epochs
AAPL,4.24,4.53,1.5,1.39,31.2,generic_stacked,64,2,0.2,0.001,100
AAPL,3.8,7.4,1.38,2.46,31.1,generic_stacked,64,2,0.2,0.001,100
AAPL,4.07,5.85,1.45,1.9,31.2,generic_stacked,64,2,0.2,0.001,100
AAPL,3.84,5.48,1.37,1.74,31.6,generic_stacked,64,2,0.2,0.001,100
