stock_name,train_rmse,test_rmse,train_mape,test_mape,fit_time,name,hidden_size,num_layers,dropout,lr,num_epochs
NVDA,5.42,6.36,4.21,2.76,31.2,generic_stacked,64,2,0.2,0.001,100
NVDA,6.59,6.37,7.35,2.73,31.1,generic_stacked,64,2,0.2,0.001,100
NVDA,7.61,5.93,7.47,2.56,31.2,generic_stacked,64,2,0.2,0.001,100
NVDA,5.86,5.71,4.65,2.44,31.6,generic_stacked,64,2,0.2,0.001,100
